INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (5, 'Elizabeth Pines', 'Suite 666', 1049, 'pet-friendly', 'forward.jpg', 2, 2, 'single', NULL, 1926.9, '2025-01-14', '24 months', 'any', 'yes', 'yes', 'no', 'non-veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (220, 'Howard Prairie', 'Apt. 967', 1891, 'gym facility', 'not.jpg', 4, 1, 'sharing', 2.0, 1601.55, '2024-07-18', '22 months', 'any', 'any', 'no', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (221, 'Stewart Mews', 'Apt. 209', 2692, 'elegant house', 'least.jpg', 1, 1, 'single', NULL, 1224.33, '2025-02-25', '23 months', 'any', 'yes', 'yes', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (222, 'Woods Valley', 'Suite 756', 1320, 'spacious apartment', 'hospital.jpg', 3, 2, 'sharing', 3.0, 1700.59, '2024-04-08', '8 months', 'any', 'any', 'no', 'no', 'non-veg', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (223, 'Ashley Passage', 'Suite 416', 1200, 'cozy room', 'the.jpg', 4, 1, 'single', NULL, 1512.47, '2025-04-29', '14 months', 'any', 'any', 'no', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (224, 'Jones Mount', 'Suite 864', 2709, 'gym facility', 'check.jpg', 4, 2, 'sharing', 2.0, 1389.21, '2025-04-13', '18 months', 'no', 'any', 'yes', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (226, 'Samuel Passage', 'Suite 715', 1977, 'cozy room', 'hot.jpg', 4, 1, 'single', NULL, 2072.65, '2023-06-23', '17 months', 'any', 'any', 'yes', 'yes', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (227, 'Farrell Loop', 'Apt. 426', 2496, 'apartment with parking', 'reflect.jpg', 1, 2, 'sharing', 5.0, 2759.89, '2024-10-12', '19 months', 'yes', 'any', 'yes', 'yes', 'veg', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (228, 'Olivia Points', 'Suite 821', 1872, 'gated community', 'argue.jpg', 3, 1, 'sharing', 5.0, 1429.77, '2024-01-30', '24 months', 'no', 'yes', 'no', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (230, 'Newton Drive', 'Suite 462', 1393, 'apartment with parking', 'bar.jpg', 2, 2, 'sharing', 5.0, 2352.5, '2023-05-28', '22 months', 'any', 'yes', 'yes', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (231, 'Henderson Place', 'Suite 830', 2368, 'gated community', 'bring.jpg', 2, 2, 'single', NULL, 2340.1, '2025-04-20', '11 months', 'no', 'any', 'no', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (234, 'Castro Mews', 'Apt. 786', 2064, 'cozy room', 'least.jpg', 1, 1, 'single', NULL, 400.91, '2024-05-16', '17 months', 'any', 'any', 'no', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (236, 'Linda Greens', 'Suite 850', 1385, 'pet-friendly', 'need.jpg', 2, 2, 'single', NULL, 2323.11, '2025-01-19', '16 months', 'any', 'any', 'no', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (238, 'Hodges Keys', 'Apt. 387', 2815, 'pet-friendly', 'standard.jpg', 4, 2, 'sharing', 3.0, 2590.58, '2024-05-11', '10 months', 'any', 'yes', 'yes', 'yes', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (239, 'Knight Vista', 'Apt. 056', 1436, 'spacious apartment', 'small.jpg', 2, 1, 'sharing', 2.0, 930.75, '2025-03-15', '13 months', 'no', 'any', 'yes', 'no', 'veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (240, 'Brown Heights', 'Apt. 381', 1056, 'modern flat', 'create.jpg', 3, 1, 'sharing', 3.0, 1022.61, '2025-02-06', '7 months', 'no', 'yes', 'yes', 'no', 'non-veg', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (241, 'Angela Meadows', 'Suite 401', 959, 'pet-friendly', 'run.jpg', 2, 1, 'sharing', 5.0, 1615.57, '2024-09-07', '13 months', 'any', 'any', 'yes', 'no', 'non-veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (245, 'Sara Shore', 'Suite 925', 2619, 'apartment with parking', 'fund.jpg', 2, 2, 'sharing', 4.0, 1884.47, '2024-07-13', '14 months', 'any', 'any', 'yes', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (250, 'Wilson Canyon', 'Apt. 957', 1203, 'pool access', 'opportunity.jpg', 2, 2, 'sharing', 3.0, 414.86, '2024-01-26', '6 months', 'any', 'any', 'no', 'no', 'non-veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (251, 'Michael Locks', 'Suite 085', 2537, 'cozy room', 'his.jpg', 3, 1, 'single', NULL, 474.32, '2024-05-23', '22 months', 'any', 'any', 'no', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (254, 'Mary Light', 'Suite 319', 2356, 'spacious apartment', 'notice.jpg', 4, 2, 'single', NULL, 2308.08, '2024-10-31', '23 months', 'any', 'any', 'no', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (256, 'Reese Light', 'Apt. 580', 2322, 'cozy room', 'surface.jpg', 1, 1, 'sharing', 2.0, 1715.73, '2024-06-19', '14 months', 'any', 'any', 'no', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (259, 'Johnson Ford', 'Apt. 529', 1843, 'pool access', 'smile.jpg', 2, 1, 'single', NULL, 1431.28, '2024-01-19', '17 months', 'no', 'any', 'no', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (260, 'Garrett Lane', 'Suite 734', 1237, 'modern flat', 'fly.jpg', 2, 2, 'single', NULL, 592.64, '2024-12-14', '13 months', 'any', 'no', 'yes', 'yes', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (261, 'Larry Heights', 'Suite 695', 1646, 'pool access', 'information.jpg', 2, 2, 'sharing', 3.0, 2926.75, '2023-09-23', '7 months', 'any', 'yes', 'yes', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (262, 'Medina Underpass', 'Apt. 225', 2436, 'cozy room', 'difference.jpg', 1, 2, 'single', NULL, 1120.43, '2023-08-02', '21 months', 'any', 'any', 'yes', 'yes', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (263, 'Hernandez Loaf', 'Suite 961', 2694, 'spacious apartment', 'imagine.jpg', 2, 2, 'sharing', 4.0, 369.61, '2024-11-29', '17 months', 'any', 'no', 'yes', 'yes', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (264, 'Keith Drive', 'Suite 685', 1131, 'cozy room', 'year.jpg', 1, 1, 'sharing', 2.0, 771.52, '2023-11-15', '24 months', 'any', 'any', 'no', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (266, 'Benjamin Track', 'Suite 050', 583, 'elegant house', 'bit.jpg', 4, 2, 'single', NULL, 1106.76, '2023-07-05', '18 months', 'any', 'any', 'no', 'yes', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (267, 'Tracy Crossroad', 'Apt. 096', 1580, 'cozy room', 'former.jpg', 2, 2, 'single', NULL, 977.7, '2023-08-22', '18 months', 'yes', 'no', 'no', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (268, 'Lance Ways', 'Apt. 492', 2958, 'elegant house', 'modern.jpg', 1, 1, 'single', NULL, 1744.2, '2023-11-23', '16 months', 'yes', 'no', 'no', 'yes', 'veg', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (269, 'Cooper Place', 'Apt. 065', 1652, 'pool access', 'simply.jpg', 2, 2, 'single', NULL, 441.54, '2024-05-10', '15 months', 'any', 'any', 'no', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (270, 'Ronald Points', 'Apt. 959', 2313, 'gym facility', 'media.jpg', 4, 1, 'sharing', 4.0, 1907.67, '2024-06-04', '7 months', 'any', 'any', 'no', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (272, 'Melissa Parks', 'Suite 771', 2904, 'modern flat', 'important.jpg', 3, 2, 'sharing', 4.0, 605.83, '2024-02-20', '14 months', 'yes', 'yes', 'no', 'yes', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (275, 'Olson Village', 'Apt. 866', 1546, 'gym facility', 'food.jpg', 4, 1, 'sharing', 5.0, 2169.51, '2024-02-14', '23 months', 'any', 'no', 'no', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (276, 'Natasha Burg', 'Apt. 687', 2135, 'elegant house', 'it.jpg', 2, 1, 'single', NULL, 2363.72, '2023-05-07', '21 months', 'any', 'any', 'yes', 'yes', 'non-veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (277, 'Dennis Flats', 'Apt. 964', 1822, 'pool access', 'some.jpg', 1, 2, 'single', NULL, 1944.26, '2023-10-19', '6 months', 'any', 'any', 'yes', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (278, 'Anne Branch', 'Apt. 880', 1043, 'pet-friendly', 'old.jpg', 3, 2, 'sharing', 2.0, 2209.98, '2023-05-24', '10 months', 'any', 'yes', 'no', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (280, 'Heather Mews', 'Apt. 207', 832, 'spacious apartment', 'many.jpg', 4, 2, 'sharing', 5.0, 2499.33, '2023-12-16', '15 months', 'yes', 'any', 'no', 'yes', 'non-veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (283, 'Diana Parks', 'Suite 311', 1287, 'gated community', 'instead.jpg', 2, 1, 'single', NULL, 1847.79, '2024-03-19', '10 months', 'any', 'any', 'no', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (285, 'Chelsea Mission', 'Suite 501', 902, 'spacious apartment', 'break.jpg', 3, 1, 'single', NULL, 742.14, '2024-10-31', '6 months', 'any', 'no', 'no', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (286, 'Jennifer Harbor', 'Suite 601', 1749, 'elegant house', 'hear.jpg', 2, 1, 'single', NULL, 598.36, '2024-12-13', '20 months', 'any', 'yes', 'yes', 'yes', 'non-veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (290, 'Sullivan Walk', 'Apt. 708', 925, 'pet-friendly', 'anyone.jpg', 3, 2, 'single', NULL, 1676.86, '2023-12-20', '11 months', 'any', 'any', 'yes', 'yes', 'non-veg', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (292, 'Sanchez Spring', 'Apt. 231', 778, 'modern flat', 'job.jpg', 3, 2, 'single', NULL, 2101.36, '2024-10-04', '18 months', 'yes', 'any', 'no', 'no', 'non-veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (293, 'Oneal Estates', 'Apt. 613', 2533, 'pool access', 'wind.jpg', 2, 1, 'single', NULL, 1532.06, '2024-08-30', '15 months', 'any', 'any', 'no', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (295, 'Ross Islands', 'Suite 980', 980, 'elegant house', 'money.jpg', 2, 2, 'single', NULL, 490.97, '2024-06-07', '10 months', 'any', 'any', 'no', 'yes', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (298, 'Sarah Ramp', 'Suite 260', 1559, 'gym facility', 'draw.jpg', 1, 2, 'sharing', 5.0, 1977.76, '2023-07-13', '17 months', 'any', 'no', 'no', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (300, 'Angela Shoals', 'Apt. 127', 1695, 'gated community', 'response.jpg', 4, 1, 'single', NULL, 404.0, '2023-10-22', '14 months', 'any', 'yes', 'no', 'yes', 'veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (305, 'Hernandez Isle', 'Apt. 128', 2523, 'gym facility', 'year.jpg', 4, 2, 'sharing', 5.0, 2532.24, '2024-09-03', '18 months', 'any', 'any', 'yes', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (306, 'Collins Meadows', 'Apt. 441', 2554, 'apartment with parking', 'ahead.jpg', 3, 2, 'single', NULL, 2473.19, '2023-07-06', '7 months', 'no', 'any', 'no', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (308, 'Phillips Lock', 'Apt. 155', 2590, 'pool access', 'about.jpg', 2, 2, 'single', NULL, 1634.22, '2023-11-15', '24 months', 'any', 'any', 'yes', 'yes', 'veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (309, 'Melendez Flat', 'Suite 008', 1858, 'cozy room', 'moment.jpg', 4, 2, 'single', NULL, 823.03, '2023-10-24', '17 months', 'yes', 'any', 'yes', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (311, 'Daniel Light', 'Apt. 621', 2076, 'apartment with parking', 'interesting.jpg', 2, 2, 'single', NULL, 804.66, '2024-03-05', '8 months', 'yes', 'no', 'yes', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (312, 'Smith Center', 'Suite 094', 1274, 'elegant house', 'sometimes.jpg', 3, 1, 'single', NULL, 2622.5, '2023-11-28', '21 months', 'any', 'any', 'no', 'no', 'non-veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (314, 'Rebecca Islands', 'Suite 622', 599, 'pet-friendly', 'clearly.jpg', 2, 2, 'sharing', 4.0, 2404.19, '2023-11-17', '22 months', 'any', 'yes', 'yes', 'no', 'any', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (315, 'Horton Forest', 'Apt. 534', 1649, 'pool access', 'do.jpg', 1, 1, 'sharing', 4.0, 987.28, '2024-10-06', '23 months', 'any', 'any', 'yes', 'yes', 'non-veg', 'San Francisco', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (317, 'Nguyen Motorway', 'Suite 358', 2835, 'gated community', 'difficult.jpg', 1, 1, 'sharing', 4.0, 2085.35, '2024-04-01', '11 months', 'any', 'no', 'yes', 'yes', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (319, 'James Spur', 'Apt. 084', 2153, 'cozy room', 'house.jpg', 1, 2, 'sharing', 5.0, 1248.58, '2024-07-31', '17 months', 'any', 'any', 'no', 'no', 'any', 'San Jose', 'NULL');
INSERT INTO Listings (user_id, apartment_name, address, area, description, photos, no_of_bedrooms, no_of_bathrooms, accommodation_type, no_of_people_sharing, rent, available_from, lease_duration, smoking_preference, drinking_preference, has_smoker, has_drinker, veg_status, city, landmarks) VALUES (320, 'Amy Meadows', 'Suite 844', 688, 'spacious apartment', 'seven.jpg', 2, 1, 'single', NULL, 423.98, '2024-07-18', '6 months', 'no', 'no', 'yes', 'yes', 'any', 'San Francisco', 'NULL');
